review_id,business_id,stars,sentiment_label,clean_text,processed_text,date
2789,ChIJiW_dHwuFdUgRBAU7AorXgVA,5,Positive,"look at these nails! sprinkles so fresh you can almost taste them. making me hungry for donuts just looking at them. alex is so wonderful. a master of her craft, she's speedy and so, so talented. and the studio is super cute, tucked away from the hustle and bustle. the whole experience was a complete joy. please consider alex for your next nails, you won't regret it!",look nail sprinkle fresh almost taste making hungry donut looking alex wonderful master craft speedy talented studio super cute tucked away hustle bustle whole experience complete joy please consider alex next nail regret,7/1/2021 14:12
2790,ChIJiW_dHwuFdUgRBAU7AorXgVA,5,Positive,"the only place worth going in brighton to get your nails done. alex is amazing, super friendly and relaxed. have been going here for over a year now and always get comments on how cool my nails are! thanks alex!",place worth going brighton get nail done alex amazing super friendly relaxed going year always get comment cool nail thanks alex,7/23/2019 15:39
2791,ChIJiW_dHwuFdUgRBAU7AorXgVA,5,Positive,"alex is an amazing nail artist and lovely person. she's professional, talented, very hygienic and fantastic value. highly recommended.",alex amazing nail artist lovely person professional talented hygienic fantastic value highly recommended,12/8/2022 11:07
2792,ChIJiW_dHwuFdUgRBAU7AorXgVA,5,Positive,alex was lovely and made my nails look so pretty!,alex lovely made nail look pretty,9/23/2019 11:57
2793,ChIJiW_dHwuFdUgRBAU7AorXgVA,5,Positive,best place to get your nails done in brighton and incredible nail art,best place get nail done brighton incredible nail art,9/24/2016 17:48
2794,ChIJ0zZHWQuFdUgRNynOq1XH-6c,5,Positive,hollie couldn’t have been more lovely and my brows look amazing. asked me exactly what i wanted and had me involved in the process & touched up brows and my makeup afterwards! i’m not from brighton but it’s made me think about coming back just to see her!,hollie lovely brow look amazing asked exactly wanted involved process touched brow makeup afterwards brighton made think coming back see,1/31/2026 15:59
2795,ChIJ0zZHWQuFdUgRNynOq1XH-6c,1,Negative,had an appointment booked yesterday for a lip wax. i came on time was waiting and waiting nobody showed up. i asked if anybody's working at the benefit counter today and lovely carol at the next beauty stand said no. i came all the way and waited and did not receive a text message or email or phone call that my appointment is cancelled. it is very upsetting. i hope that never happens again.,appointment booked yesterday lip wax came time waiting waiting nobody showed asked anybody working benefit counter today lovely carol next beauty stand said came way waited receive text message email phone call appointment cancelled upsetting hope never happens,1/19/2026 15:33
2796,ChIJ0zZHWQuFdUgRNynOq1XH-6c,5,Positive,"i'm inexperienced in applying make-up and needed advice on how to cover up an embarrassing spot on the top of my nose; the makeup i've been using didn't cover it. thankfully, i saw eloise at benefit (boots store) brighton today. she was amazing! she understood my problem and was empathetic and extremely helpful. eloise gave me a makeup session and advice on products to use and explained each step in applying the various products / makeup. within minutes i couldn't see the spot. i am so grateful to her for making me feel so much better and that gives me confidence to do what i need. thank you eloise, much appreciated. christine",inexperienced applying make needed advice cover embarrassing spot top nose makeup using cover thankfully saw eloise benefit boot store brighton today amazing understood problem empathetic extremely helpful eloise gave makeup session advice product use explained step applying various product makeup within minute see spot grateful making feel much better give confidence need thank eloise much appreciated christine,10/22/2025 14:54
2797,ChIJ0zZHWQuFdUgRNynOq1XH-6c,5,Positive,"i got my makeup done by hollee, she is so fun and makes the whole experience enjoyable!! she really knows what shes doing and the products shes using!! i ended up getting the og lip tint!! shes super lovely and would absolutely go back again",got makeup done hollee fun make whole experience enjoyable really know shes product shes using ended getting og lip tint shes super lovely would absolutely go back,11/14/2025 13:00
2798,ChIJ0zZHWQuFdUgRNynOq1XH-6c,5,Positive,"""i recently visited the benefit makeup counter for a brow shaping appointment and was blown away by the service! the artist took the time to understand my brow goals and expertly shaped my brows to perfection. the whole experience was so relaxing and enjoyable. highly recommend for anyone looking to level up their brow game",recently visited benefit makeup counter brow shaping appointment blown away service artist took time understand brow goal expertly shaped brow perfection whole experience relaxing enjoyable highly recommend anyone looking level brow game,10/19/2025 7:29
2799,ChIJlaqIMKKFdUgRVUnaC_NQVPw,5,Positive,"suzi is an experienced therapist with an extremely positive and welcoming attitude. i have enjoyed massage , facials , manicures and pedicures, all of which have been great. her micro zone facials are particularly good and my skin looks and feels fantastic afterwards. her massages are firm and therapeutic and she demonstrates good knowledge of the skin and body. i am now loving the dermalogica products she has used and suggested for me and i would not hesitate to recommend her.",suzi experienced therapist extremely positive welcoming attitude enjoyed massage facial manicure pedicure great micro zone facial particularly good skin look feel fantastic afterwards massage firm therapeutic demonstrates good knowledge skin body loving dermalogica product used suggested would hesitate recommend,9/3/2016 17:30
